,paddy.slevel,paddy.temp,paddy.ph,paddy.season,paddy.humidity,paddy.variation,paddy.yield
1,-0.111049272,-0.435745582,-1.046156527,0,-0.888795061,0.816455755,798.5059109
2,0.359527901,-0.739918432,1.600607575,1,-0.988058517,0.816455755,660.6099809
3,0.066631784,1.679638331,-0.528311376,0,-0.193950867,0.816455755,731.5916832
4,-1.145208545,-0.712266354,-0.470773026,0,0.500893327,-1.224683633,941.0637319
5,-0.885627627,0.020513694,-0.758464776,0,1.096474064,-1.224683633,927.0083099
6,-1.565812921,-0.698440316,-0.758464776,1,0.103839502,0.816455755,613.4025728
7,1.34510251,0.144948041,0.564917275,1,0.203102958,0.816455755,530.0264202
8,0.387290566,-1.721567175,0.507378924,0,-0.789531605,0.816455755,588.5870403
9,0.863420271,-1.541828673,-1.391386627,0,-0.293214323,-1.224683633,746.8060785
10,-1.231272807,-0.601658045,-1.161233227,0,1.692054801,-1.224683633,859.5661561
11,0.941155733,1.721116446,-0.988618177,1,-0.193950867,0.816455755,641.8558324
12,1.250709449,0.850076012,-1.161233227,0,0.203102958,0.816455755,689.4238559
13,1.508902234,-1.306786016,1.082762425,0,-0.789531605,0.816455755,679.6833457
14,1.428390505,-0.366615388,1.658145925,0,-0.094687411,-1.224683633,747.1983387
15,0.589958021,0.172600119,1.255377475,0,-1.682902711,-1.224683633,904.2770346
16,0.048586052,-0.338963311,1.197839125,0,1.096474064,0.816455755,727.0313596
17,-0.223488066,-0.809048625,-0.240619626,0,-1.087321973,0.816455755,707.2220219
18,-0.83981923,-0.477223698,0.219687174,1,-1.385112342,0.816455755,577.7420832
19,1.594966496,-1.735393214,-0.816003126,0,0.997210608,-1.224683633,799.6642979
20,-0.813444698,-1.389742248,0.564917275,0,1.19573752,-1.224683633,701.097316
21,0.502505626,0.559729201,0.795070675,0,-1.385112342,0.816455755,910.401956
22,-0.351196325,0.877728089,1.543069225,0,1.493527889,0.816455755,641.2194435
23,0.426158297,0.117295964,-0.931079826,0,-0.888795061,0.816455755,607.3325548
24,-0.795398966,-1.2653079,-1.276309927,1,-0.690268148,-1.224683633,546.9225908
25,1.232663717,0.891554128,-0.643388076,0,-0.591004692,-1.224683633,886.8466589
26,0.728771346,-1.555654712,1.255377475,0,-1.682902711,0.816455755,556.1219247
27,-0.508055382,0.794771857,0.737532325,0,-1.385112342,0.816455755,745.9311365
28,-1.084130682,-0.380441427,-1.161233227,0,0.997210608,0.816455755,806.5618266
29,-1.604680652,1.499899828,1.658145925,0,0.203102958,-1.224683633,829.4451982
30,1.561651297,1.347813403,1.485530875,0,-0.988058517,-1.224683633,815.5362622
31,0.957813333,-0.214528963,-1.103694877,0,0.798683695,0.816455755,829.4925023
32,0.390066832,0.711815626,0.795070675,0,0.600156783,0.816455755,825.8349123
33,-0.465023252,0.435294853,1.543069225,1,1.692054801,0.816455755,659.3025839
34,1.547769965,0.988336398,-1.564001677,0,-0.591004692,-1.224683633,901.9256927
35,0.117992715,1.168074901,-0.931079826,0,-1.583639254,-1.224683633,783.513091
36,-1.694909313,0.67033751,-0.528311376,0,0.302366414,0.816455755,700.6298003
37,-1.075801883,-0.0486165,-1.736616727,0,-0.491741236,0.816455755,719.4922871
38,-0.533041781,-0.850526741,0.219687174,0,1.394264433,0.816455755,820.7102477
39,1.085521592,-0.712266354,-0.585849726,0,0.103839502,-1.224683633,817.0303835
40,-0.719051637,-0.14539877,0.795070675,0,1.394264433,-1.224683633,821.5511616
41,-0.988349488,-1.638610943,1.255377475,0,-0.690268148,0.816455755,712.6073725
42,-0.620494176,0.739467703,-0.068004576,0,-0.789531605,0.816455755,700.3405772
43,0.727383213,-0.919656934,0.622455625,0,-1.583639254,0.816455755,606.1792788
44,0.210997643,0.628859394,0.910147375,0,-1.484375798,-1.224683633,848.9926303
45,0.896735469,-1.555654712,-0.643388076,1,0.798683695,-1.224683633,691.5812899
46,0.306778837,-0.228355002,0.047072124,1,0.997210608,0.816455755,637.7753441
47,0.885630403,-0.200702925,-0.413234676,0,-0.293214323,0.816455755,592.0608374
48,1.599130895,1.37546548,0.967685725,0,-1.583639254,0.816455755,668.0185358
49,-1.085518815,-0.601658045,0.795070675,0,-1.385112342,-1.224683633,835.8603272
50,1.210453585,0.76711978,-0.470773026,0,0.699420239,-1.224683633,745.017864
51,0.424770163,-0.325137273,0.047072124,0,0.798683695,0.816455755,717.76599
52,0.328988969,-1.292959977,-0.125542926,0,1.394264433,0.816455755,674.3058291
53,1.275695847,0.435294853,0.104610474,0,0.004576045,0.816455755,728.9744702
54,0.345646568,-1.140873552,0.910147375,0,1.096474064,-1.224683633,627.5135279
55,-1.286798137,-0.173050847,-1.448924977,0,0.997210608,-1.224683633,824.9154418
56,0.950872666,-0.034790461,0.047072124,1,0.897947151,0.816455755,586.3484582
57,-0.256803264,-1.348264132,1.255377475,0,0.40162987,0.816455755,676.8145646
58,0.660752816,0.338512582,1.485530875,1,0.798683695,0.816455755,647.8203314
59,-1.501958791,1.638160215,0.622455625,0,0.203102958,-1.224683633,626.8812811
60,1.150763855,-1.389742248,0.104610474,0,-0.988058517,-1.224683633,644.5400101
61,-1.122998413,-1.666263021,-0.873541476,0,-0.888795061,0.816455755,727.2856094
62,-0.129095004,1.264857171,0.679993975,0,-0.39247778,0.816455755,753.739508
63,-1.335382801,-1.113221475,-1.564001677,1,1.692054801,0.816455755,569.3664416
64,1.017503062,-1.237655823,1.025224075,0,0.500893327,-1.224683633,636.7924005
65,0.451144695,-1.140873552,-0.988618177,1,1.096474064,-1.224683633,698.247402
66,-0.37479459,-0.546353891,-1.103694877,0,1.096474064,0.816455755,721.2583433
67,1.321504245,1.707290408,-1.161233227,0,-1.484375798,0.816455755,850.7267611
68,-0.544146847,0.753293742,-0.183081276,1,-1.18658543,0.816455755,655.6451005
69,-1.372862399,-1.348264132,-0.528311376,1,1.096474064,-1.224683633,603.8339687
70,-1.00639522,1.292509249,-0.528311376,0,-1.484375798,-1.224683633,695.8792694
71,1.675478224,-0.366615388,0.162148824,0,0.600156783,0.816455755,715.8855897
72,-0.377570857,-0.6569622,1.082762425,0,0.897947151,0.816455755,745.8220791
73,0.642707084,-1.541828673,-1.621540027,1,-1.385112342,0.816455755,530.2108008
74,0.705173081,-1.016439205,-1.161233227,0,-1.484375798,-1.224683633,869.4094007
75,-1.442269061,0.476772969,-0.988618177,0,1.692054801,-1.224683633,822.4044809
76,-0.465023252,-0.256007079,-1.679078377,0,0.798683695,0.816455755,751.5025898
77,-0.555251913,1.499899828,0.910147375,0,-1.18658543,0.816455755,756.1484478
78,0.115216448,-0.421919543,-0.931079826,0,0.203102958,0.816455755,793.7997812
79,1.303458512,0.863902051,0.047072124,0,-1.682902711,-1.224683633,729.7828275
80,-0.015268078,-1.666263021,0.507378924,1,0.600156783,-1.224683633,597.5956617
81,1.397851574,1.403117558,-1.564001677,0,-0.789531605,0.816455755,907.4302749
82,1.593578362,0.780945819,1.600607575,0,1.493527889,0.816455755,677.2163826
83,-1.506123191,0.200252196,-0.298157976,0,-0.293214323,0.816455755,557.4097387
84,-1.042486685,0.227904273,-1.679078377,0,-0.591004692,-1.224683633,821.5698868
85,0.634378285,0.407642776,-1.276309927,0,-0.39247778,-1.224683633,897.0106903
86,0.941155733,0.794771857,-0.528311376,0,-0.690268148,0.816455755,842.9788594
87,0.033316586,-0.200702925,-1.448924977,0,-1.285848886,0.816455755,635.7892101
88,0.9356032,0.573555239,-0.183081276,1,-1.385112342,0.816455755,586.0444174
89,1.104955457,1.541377944,-1.161233227,0,0.40162987,-1.224683633,987.1067782
90,-0.274848996,-1.652436982,1.543069225,0,1.692054801,-1.224683633,730.5059577
91,-0.369242057,0.435294853,-1.161233227,0,0.40162987,0.816455755,761.1553185
92,-0.880075094,-0.103920654,0.737532325,0,-0.690268148,0.816455755,633.9242205
93,-1.179911877,0.739467703,0.334763874,1,0.897947151,0.816455755,582.685574
94,0.462249761,0.269382389,-0.816003126,0,0.500893327,-1.224683633,876.7668078
95,1.46031757,0.379990698,-0.470773026,0,-0.39247778,-1.224683633,993.8265777
96,0.186011244,-1.597132828,1.140300775,0,1.592791345,0.816455755,713.8439861
97,0.43171083,0.697989587,0.564917275,0,-1.285848886,0.816455755,835.0107064
98,1.636610493,-0.560179929,-1.564001677,0,0.500893327,0.816455755,685.3668381
99,-0.917554692,0.518251085,-1.679078377,0,0.40162987,-1.224683633,692.6383545
100,-1.222944008,1.596682099,0.219687174,0,0.203102958,-1.224683633,846.4818159
101,-1.059144284,-0.574005968,-0.758464776,0,0.203102958,0.816455755,743.7939918
102,-0.909225892,-1.375916209,0.852609025,0,-0.690268148,0.816455755,710.4631772
103,-1.354816667,1.195726978,1.197839125,0,1.692054801,0.816455755,626.2490578
104,0.816223741,0.587381278,0.334763874,0,-0.988058517,-1.224683633,788.0296516
105,-1.483913059,1.002162437,0.219687174,0,-0.988058517,-1.224683633,932.9887406
106,-0.513607915,1.569030021,-1.448924977,1,1.394264433,0.816455755,592.3226054
107,-0.205442333,1.320161326,-0.183081276,0,1.19573752,0.816455755,769.0822353
108,-0.384511523,1.513725867,-1.103694877,0,-0.888795061,0.816455755,761.4703843
109,-1.235437207,-0.0486165,1.312915825,0,0.699420239,-1.224683633,923.6981108
110,-0.036090076,-1.085569398,-1.391386627,1,1.295000976,-1.224683633,617.7553183
111,-0.149917003,-0.103920654,-0.413234676,0,-1.385112342,0.816455755,824.567938
112,-0.495562183,0.587381278,-1.448924977,0,0.897947151,0.816455755,764.151086
113,0.706561214,0.67033751,0.047072124,0,1.493527889,0.816455755,674.0987788
114,-1.124386547,0.490599007,0.392302224,1,-1.18658543,-1.224683633,728.5018449
115,-1.084130682,-0.297485195,1.140300775,1,1.692054801,-1.224683633,762.5061695
116,1.56720383,-0.6569622,1.543069225,0,-1.583639254,0.816455755,918.9371444
117,1.327056778,1.043640553,-0.528311376,1,-0.193950867,0.816455755,740.986652
118,0.496953093,0.089643887,1.543069225,0,-0.690268148,0.816455755,846.9281397
119,0.759310277,0.435294853,1.025224075,0,0.699420239,-1.224683633,916.876152
120,1.489468368,-0.214528963,0.910147375,0,1.394264433,-1.224683633,827.7121055
121,0.08606565,1.112770746,-0.528311376,0,-0.591004692,0.816455755,705.4393788
122,-1.396460664,-1.210003746,0.449840574,0,1.096474064,0.816455755,539.6383417
123,-0.109661139,0.905380167,-0.988618177,0,-0.690268148,0.816455755,799.6083035
124,1.103567324,-1.334438093,1.082762425,0,-0.690268148,-1.224683633,773.7245523
125,-1.093847615,1.458421712,0.910147375,0,-0.690268148,-1.224683633,967.8067886
126,0.47890736,1.154248862,-0.470773026,1,0.600156783,0.816455755,555.05458
127,-1.567201054,0.379990698,1.025224075,0,0.103839502,0.816455755,659.3783216
128,0.551090289,-0.96113505,-0.470773026,0,0.699420239,0.816455755,714.5520452
129,-0.305387927,1.651986253,-1.564001677,0,-1.087321973,-1.224683633,871.5862658
130,0.731547612,1.472247751,-0.816003126,0,-1.18658543,-1.224683633,938.3838248
131,-1.621338251,-0.090094616,0.507378924,0,-1.484375798,0.816455755,618.3264531
132,0.620496952,-1.583306789,-0.931079826,0,-0.988058517,0.816455755,603.2432618
133,-0.299835394,-0.076268577,-0.470773026,0,-0.888795061,0.816455755,605.674181
134,-0.974468155,0.407642776,1.025224075,1,1.394264433,-1.224683633,768.0531357
135,-1.725448245,-0.14539877,-1.103694877,0,-0.789531605,-1.224683633,864.2044345
136,1.388134641,1.333987365,1.197839125,0,1.096474064,0.816455755,747.1662871
137,0.285956838,0.103469925,0.104610474,0,-0.789531605,0.816455755,713.6953386
138,-0.131871271,1.126596785,-0.010466226,0,-1.484375798,0.816455755,677.9852261
139,0.015270854,-1.348264132,0.679993975,0,0.500893327,-1.224683633,848.27835
140,-0.49833845,0.034339732,-1.679078377,0,1.295000976,-1.224683633,808.8297471
141,1.335385577,-1.652436982,-1.736616727,0,0.798683695,0.816455755,658.6197219
142,-0.209606733,-1.721567175,-1.046156527,1,-1.385112342,0.816455755,614.3268602
143,-0.746814302,-0.739918432,-0.355696326,0,-0.39247778,0.816455755,752.4951193
144,0.99529293,1.693464369,-0.585849726,0,0.302366414,-1.224683633,825.5686201
145,-1.29235067,0.697989587,-1.276309927,1,0.600156783,-1.224683633,751.1047558
146,0.903676136,0.711815626,1.485530875,0,-1.484375798,0.816455755,815.004992
147,0.291509371,-0.878178818,-1.103694877,0,1.493527889,0.816455755,725.8829685
148,0.270687372,1.126596785,-1.736616727,0,-0.988058517,0.816455755,821.0027544
149,0.756534011,-1.044091282,1.082762425,1,-1.682902711,-1.224683633,805.0072561
150,1.643551159,1.333987365,1.543069225,0,0.103839502,-1.224683633,861.3593314
151,-1.438104662,1.541377944,-0.355696326,0,1.19573752,0.816455755,704.6363832
152,-1.46725546,-1.514176596,-0.068004576,0,0.203102958,0.816455755,690.9923448
153,1.191019719,1.168074901,-0.240619626,0,-0.690268148,0.816455755,859.4350693
154,-0.313716727,1.223379055,1.025224075,0,0.600156783,-1.224683633,847.1838605
155,-0.073569674,1.07129263,0.967685725,1,-0.193950867,-1.224683633,621.4321396
156,-0.251250731,1.043640553,-1.448924977,0,1.096474064,0.816455755,801.5995496
157,1.023055595,-0.905830895,-1.506463327,0,-0.193950867,0.816455755,810.4575293
158,1.57136823,1.665812292,-0.125542926,0,1.592791345,0.816455755,764.4648585
159,-0.277625262,-0.228355002,0.392302224,1,0.798683695,-1.224683633,709.1300258
160,0.181846844,0.407642776,1.600607575,1,-0.39247778,-1.224683633,685.0429844
161,0.739876412,0.711815626,0.679993975,0,1.592791345,0.816455755,696.834598
162,1.613012228,-0.14539877,1.025224075,1,-1.385112342,0.816455755,647.5409424
163,-0.37063019,-1.348264132,-0.643388076,0,-1.087321973,0.816455755,623.9487875
164,-1.134103479,0.241730312,-1.046156527,0,1.19573752,-1.224683633,894.4752997
165,0.943932,-0.850526741,0.277225524,0,0.103839502,-1.224683633,841.6518726
166,-1.302067603,1.320161326,1.255377475,0,1.592791345,0.816455755,696.9610267
167,-0.008327411,-1.707741137,0.449840574,1,0.997210608,0.816455755,548.9301568
168,1.05914706,0.642685432,-1.161233227,0,-1.682902711,0.816455755,846.3326601
169,-0.131871271,-1.458872441,1.658145925,1,-1.087321973,-1.224683633,641.8893172
170,-1.293738803,0.877728089,-1.564001677,0,-0.193950867,-1.224683633,852.6505097
171,-0.262355797,0.449120891,0.507378924,0,1.493527889,0.816455755,809.5327346
172,0.020823387,0.186426157,-0.413234676,1,1.096474064,0.816455755,632.2134653
173,0.841210139,1.430769635,-1.103694877,0,-0.094687411,0.816455755,680.6214039
174,-1.382579332,-1.638610943,-0.240619626,0,0.203102958,-1.224683633,604.1272567
175,-1.719895712,-0.933482973,0.449840574,1,1.19573752,-1.224683633,740.6177831
176,0.973082798,-0.75374447,-0.585849726,1,0.798683695,0.816455755,542.2729714
177,-0.49000965,-0.0486165,0.277225524,0,-0.094687411,0.816455755,826.0155428
178,1.325668644,0.960684321,0.162148824,0,0.40162987,0.816455755,608.6249554
179,-1.708790646,0.780945819,0.449840574,0,-1.583639254,-1.224683633,810.5114205
180,-0.778741367,1.043640553,-0.528311376,1,0.40162987,-1.224683633,701.8465494
181,-1.626890784,0.006687655,-0.240619626,0,-1.682902711,0.816455755,708.8411533
182,-0.453918186,-0.767570509,1.082762425,0,0.997210608,0.816455755,780.9379454
183,-0.056912075,-1.624784905,-1.103694877,0,0.302366414,0.816455755,659.1174605
184,-1.715731312,1.679638331,-0.528311376,0,-0.193950867,-1.224683633,613.6065908
185,1.581085163,-0.269833118,-0.183081276,0,-0.789531605,-1.224683633,863.5895185
186,-1.12577468,1.085118669,1.312915825,1,1.692054801,0.816455755,530.8797267
187,-1.3603692,0.76711978,-0.010466226,0,-1.682902711,0.816455755,501.5311069
188,-0.642704308,0.476772969,1.715684275,0,-0.293214323,0.816455755,630.9014575
189,-0.632987375,0.172600119,-0.758464776,0,0.302366414,-1.224683633,853.3027756
190,1.275695847,0.822423935,1.543069225,0,-0.988058517,-1.224683633,815.1922656
191,1.361760109,-1.362090171,1.658145925,0,0.500893327,0.816455755,653.5854523
192,-1.335382801,-1.707741137,0.507378924,1,0.302366414,0.816455755,459.2193756
193,-0.437260586,0.919206205,-1.333848277,0,-0.293214323,0.816455755,793.5942649
194,1.235439983,0.518251085,-0.700926426,0,0.40162987,-1.224683633,816.4127883
195,-1.381191198,1.140422824,-0.643388076,1,0.798683695,-1.224683633,612.126729
196,-1.597739986,-1.140873552,0.910147375,0,-0.888795061,0.816455755,488.3177538
197,-0.523324848,-1.555654712,-0.183081276,1,-1.484375798,0.816455755,576.357847
198,-0.442813119,-0.477223698,-0.643388076,0,1.19573752,0.816455755,630.7979228
199,0.516386958,0.075817848,-1.506463327,0,-0.094687411,-1.224683633,1025.62653
200,0.244312841,1.347813403,0.507378924,0,1.096474064,-1.224683633,933.6918158
201,1.597742762,-1.140873552,-0.873541476,0,1.19573752,0.816455755,755.0762841
202,-0.431708053,-0.435745582,-1.276309927,0,-1.18658543,0.816455755,763.694347
203,-1.392296264,1.27868321,1.312915825,0,1.295000976,0.816455755,601.7713773
204,1.332609311,0.946858283,-0.700926426,1,-0.39247778,-1.224683633,732.6985419
205,0.26097044,1.555203983,-0.643388076,0,-0.988058517,-1.224683633,848.6844069
206,0.299838171,-1.403568287,0.852609025,0,1.592791345,0.816455755,748.3952615
207,-0.421991121,-1.693915098,-1.218771577,0,-0.789531605,0.816455755,696.0236059
208,-1.433940262,-0.076268577,0.334763874,0,-0.293214323,0.816455755,774.7473702
209,-1.370086132,1.596682099,0.449840574,1,-1.285848886,-1.224683633,709.8920072
210,0.581629221,1.48607379,-0.470773026,0,-0.888795061,-1.224683633,820.5381017
211,0.390066832,-0.44957162,-0.470773026,0,0.600156783,0.816455755,598.1582198
212,-1.367309866,0.117295964,0.622455625,0,0.004576045,0.816455755,593.6422173
213,0.07773685,-0.809048625,0.507378924,0,-0.39247778,0.816455755,789.1784777
214,1.216006118,0.532077123,1.427992525,0,1.493527889,-1.224683633,721.327843
215,-0.921719092,0.628859394,-0.700926426,0,0.40162987,-1.224683633,964.3164612
216,-0.971691889,-1.002613166,-0.816003126,0,0.004576045,0.816455755,854.1848296
217,-0.477516451,-0.200702925,-1.564001677,0,-1.087321973,0.816455755,771.1332857
218,1.657432492,1.237205094,-1.218771577,0,-1.484375798,0.816455755,715.0901503
219,-1.594963719,-1.2653079,0.449840574,0,-0.888795061,-1.224683633,722.3695745
220,1.147987588,-1.279133939,-0.183081276,0,-1.18658543,-1.224683633,740.3833144
221,-0.359525124,-1.292959977,1.255377475,0,-1.583639254,0.816455755,714.863234
222,0.297061904,1.693464369,1.082762425,1,-0.491741236,0.816455755,594.5661034
223,1.350655043,0.131122003,0.334763874,0,0.997210608,0.816455755,814.0770732
224,1.425614239,-0.491049736,-0.758464776,0,0.897947151,-1.224683633,851.2957023
225,-1.553319722,1.112770746,0.910147375,0,-1.385112342,-1.224683633,834.760193
226,0.544149623,-0.214528963,-0.068004576,0,0.699420239,0.816455755,596.1015227
227,0.25680604,-0.712266354,-0.240619626,0,1.592791345,0.816455755,750.1709481
228,-0.967527489,0.186426157,-0.873541476,0,-0.491741236,0.816455755,546.1442633
229,-0.94670549,-0.491049736,1.140300775,1,-0.591004692,-1.224683633,571.8841224
